date,risk_value,daily_variation,trend
2021-09-12,87.33,0.0,No Change
2021-09-13,87.33,0.0,No Change
2021-09-14,87.58,0.25,Increase
2021-09-15,87.66,0.0799999999999983,Increase
2021-09-16,87.75,0.09000000000000341,Increase
2021-09-17,87.82,0.06999999999999318,Increase
2021-09-18,87.89,0.07000000000000739,Increase
2021-09-19,87.89,0.0,No Change
2021-09-20,87.89,0.0,No Change
2021-09-21,88.11,0.21999999999999886,Increase
2021-09-22,88.18,0.07000000000000739,Increase
2021-09-23,88.25,0.06999999999999318,Increase
2021-09-24,88.33,0.0799999999999983,Increase
2021-09-25,88.4,0.07000000000000739,Increase
2021-09-26,88.4,0.0,No Change
2021-09-27,88.4,0.0,No Change
2021-09-28,88.62,0.21999999999999886,Increase
2021-09-29,88.69,0.06999999999999318,Increase
2021-09-30,88.76,0.07000000000000739,Increase
2021-10-01,88.84,0.0799999999999983,Increase
2021-10-02,88.91,0.06999999999999318,Increase
2021-10-03,88.91,0.0,No Change
2021-10-04,88.91,0.0,No Change
2021-10-05,89.13,0.21999999999999886,Increase
2021-10-06,89.2,0.07000000000000739,Increase
2021-10-07,89.28,0.0799999999999983,Increase
2021-10-08,89.35,0.06999999999999318,Increase
2021-10-09,89.35,0.0,No Change
2021-10-10,89.35,0.0,No Change
2021-10-11,89.35,0.0,No Change
2021-10-12,89.35,0.0,No Change
2021-10-13,89.72,0.37000000000000455,Increase
2021-10-14,89.79,0.07000000000000739,Increase
2021-10-15,89.87,0.0799999999999983,Increase
2021-10-16,89.94,0.06999999999999318,Increase
2021-10-17,89.94,0.0,No Change
2021-10-18,89.94,0.0,No Change
2021-10-19,90.24,0.29999999999999716,Increase
2021-10-20,90.34,0.10000000000000853,Increase
2021-10-21,90.44,0.09999999999999432,Increase
2021-10-22,90.54,0.10000000000000853,Increase
2021-10-23,90.64,0.09999999999999432,Increase
2021-10-24,90.64,0.0,No Change
2021-10-25,90.64,0.0,No Change
2021-10-26,90.95,0.3100000000000023,Increase
2021-10-27,91.05,0.09999999999999432,Increase
2021-10-28,91.15,0.10000000000000853,Increase
2021-10-29,91.25,0.09999999999999432,Increase
2021-10-30,91.35,0.09999999999999432,Increase
2021-10-31,91.35,0.0,No Change
2021-11-01,91.35,0.0,No Change
2021-11-02,91.65,0.30000000000001137,Increase
2021-11-03,91.76,0.10999999999999943,Increase
2021-11-04,91.86,0.09999999999999432,Increase
2021-11-05,91.96,0.09999999999999432,Increase
2021-11-06,92.06,0.10000000000000853,Increase
2021-11-07,92.06,0.0,No Change
2021-11-08,92.06,0.0,No Change
2021-11-09,92.37,0.3100000000000023,Increase
2021-11-10,92.47,0.09999999999999432,Increase
2021-11-11,92.57,0.09999999999999432,Increase
2021-11-12,92.68,0.11000000000001364,Increase
2021-11-13,92.78,0.09999999999999432,Increase
2021-11-14,92.78,0.0,No Change
2021-11-15,92.78,0.0,No Change
2021-11-16,93.09,0.3100000000000023,Increase
2021-11-17,93.2,0.10999999999999943,Increase
2021-11-18,93.3,0.09999999999999432,Increase
2021-11-19,93.41,0.10999999999999943,Increase
2021-11-20,93.52,0.10999999999999943,Increase
2021-11-21,93.52,0.0,No Change
2021-11-22,93.52,0.0,No Change
2021-11-23,93.52,0.0,No Change
2021-11-24,93.95,0.4300000000000068,Increase
2021-11-25,94.06,0.10999999999999943,Increase
2021-11-26,94.16,0.09999999999999432,Increase
2021-11-27,94.27,0.10999999999999943,Increase
2021-11-28,94.27,0.0,No Change
2021-11-29,94.27,0.0,No Change
2021-11-30,94.6,0.3299999999999983,Increase
2021-12-01,94.7,0.10000000000000853,Increase
2021-12-02,94.81,0.10999999999999943,Increase
2021-12-03,94.92,0.10999999999999943,Increase
2021-12-04,95.03,0.10999999999999943,Increase
2021-12-05,95.03,0.0,No Change
2021-12-06,95.03,0.0,No Change
2021-12-07,95.36,0.3299999999999983,Increase
2021-12-08,95.47,0.10999999999999943,Increase
2021-12-09,95.47,0.0,No Change
2021-12-10,95.69,0.21999999999999886,Increase
2021-12-11,95.8,0.10999999999999943,Increase
2021-12-12,95.8,0.0,No Change
2021-12-13,95.8,0.0,No Change
2021-12-14,96.13,0.3299999999999983,Increase
2021-12-15,96.24,0.10999999999999943,Increase
2021-12-16,96.35,0.10999999999999943,Increase
2021-12-17,96.42,0.07000000000000739,Increase
2021-12-18,96.5,0.0799999999999983,Increase
2021-12-19,96.5,0.0,No Change
2021-12-20,96.5,0.0,No Change
2021-12-21,96.73,0.23000000000000398,Increase
2021-12-22,96.81,0.0799999999999983,Increase
2021-12-23,96.89,0.0799999999999983,Increase
2021-12-24,96.96,0.06999999999999318,Increase
2021-12-25,97.04,0.0800000000000125,Increase
2021-12-26,97.04,0.0,No Change
2021-12-27,97.04,0.0,No Change
2021-12-28,97.27,0.22999999999998977,Increase
2021-12-29,97.35,0.0799999999999983,Increase
2021-12-30,97.43,0.0800000000000125,Increase
2021-12-31,97.51,0.0799999999999983,Increase
2022-01-01,97.58,0.06999999999999318,Increase
2022-01-02,97.58,0.0,No Change
2022-01-03,97.58,0.0,No Change
2022-01-04,97.82,0.23999999999999488,Increase
2022-01-05,97.89,0.07000000000000739,Increase
2022-01-06,97.97,0.0799999999999983,Increase
2022-01-07,98.05,0.0799999999999983,Increase
2022-01-08,98.13,0.0799999999999983,Increase
2022-01-09,98.13,0.0,No Change
2022-01-10,98.13,0.0,No Change
2022-01-11,98.36,0.23000000000000398,Increase
2022-01-12,98.44,0.0799999999999983,Increase
2022-01-13,98.52,0.0799999999999983,Increase
2022-01-14,98.6,0.0799999999999983,Increase
2022-01-15,98.68,0.0800000000000125,Increase
2022-01-16,98.68,0.0,No Change
2022-01-17,98.68,0.0,No Change
2022-01-18,98.99,0.30999999999998806,Increase
2022-01-19,99.11,0.12000000000000455,Increase
2022-01-20,99.23,0.12000000000000455,Increase
2022-01-21,99.35,0.11999999999999034,Increase
2022-01-22,99.47,0.12000000000000455,Increase
2022-01-23,99.47,0.0,No Change
2022-01-24,99.47,0.0,No Change
2022-01-25,99.83,0.35999999999999943,Increase
2022-01-26,99.95,0.12000000000000455,Increase
2022-01-27,100.07,0.11999999999999034,Increase
2022-01-28,100.19,0.12000000000000455,Increase
2022-01-29,100.31,0.12000000000000455,Increase
2022-01-30,100.31,0.0,No Change
2022-01-31,100.31,0.0,No Change
2022-02-01,100.68,0.37000000000000455,Increase
2022-02-02,100.8,0.11999999999999034,Increase
2022-02-03,100.92,0.12000000000000455,Increase
2022-02-04,101.04,0.12000000000000455,Increase
2022-02-05,101.16,0.11999999999999034,Increase
2022-02-06,101.16,0.0,No Change
2022-02-07,101.16,0.0,No Change
2022-02-08,101.53,0.37000000000000455,Increase
2022-02-09,101.65,0.12000000000000455,Increase
2022-02-10,101.77,0.11999999999999034,Increase
2022-02-11,101.89,0.12000000000000455,Increase
2022-02-12,102.02,0.12999999999999545,Increase
2022-02-13,102.02,0.0,No Change
2022-02-14,102.02,0.0,No Change
2022-02-15,102.39,0.37000000000000455,Increase
2022-02-16,102.51,0.12000000000000455,Increase
2022-02-17,102.65,0.14000000000000057,Increase
2022-02-18,102.79,0.14000000000000057,Increase
2022-02-19,102.93,0.14000000000000057,Increase
2022-02-20,102.93,0.0,No Change
2022-02-21,102.93,0.0,No Change
2022-02-22,103.35,0.4199999999999875,Increase
2022-02-23,103.49,0.14000000000000057,Increase
2022-02-24,103.64,0.15000000000000568,Increase
2022-02-25,103.78,0.14000000000000057,Increase
2022-02-26,103.92,0.14000000000000057,Increase
2022-02-27,103.92,0.0,No Change
2022-02-28,103.92,0.0,No Change
2022-03-01,103.92,0.0,No Change
2022-03-02,103.92,0.0,No Change
2022-03-03,104.63,0.7099999999999937,Increase
2022-03-04,104.77,0.14000000000000057,Increase
2022-03-05,104.92,0.15000000000000568,Increase
2022-03-06,104.92,0.0,No Change
2022-03-07,104.92,0.0,No Change
2022-03-08,105.35,0.4299999999999926,Increase
2022-03-09,105.49,0.14000000000000057,Increase
2022-03-10,105.64,0.15000000000000568,Increase
2022-03-11,105.78,0.14000000000000057,Increase
2022-03-12,105.93,0.15000000000000568,Increase
2022-03-13,105.93,0.0,No Change
2022-03-14,105.93,0.0,No Change
2022-03-15,106.36,0.4299999999999926,Increase
2022-03-16,106.51,0.15000000000000568,Increase
2022-03-17,106.66,0.14999999999999147,Increase
2022-03-18,106.82,0.1599999999999966,Increase
2022-03-19,106.98,0.1600000000000108,Increase
2022-03-20,106.98,0.0,No Change
2022-03-21,106.98,0.0,No Change
2022-03-22,107.46,0.47999999999998977,Increase
2022-03-23,107.62,0.1600000000000108,Increase
2022-03-24,107.78,0.1599999999999966,Increase
2022-03-25,107.78,0.0,No Change
2022-03-26,108.1,0.3199999999999932,Increase
2022-03-27,108.1,0.0,No Change
2022-03-28,108.1,0.0,No Change
2022-03-29,108.58,0.480000000000004,Increase
2022-03-30,108.74,0.1599999999999966,Increase
2022-03-31,108.9,0.1600000000000108,Increase
2022-04-01,109.06,0.1599999999999966,Increase
2022-04-02,109.22,0.1599999999999966,Increase
2022-04-03,109.22,0.0,No Change
2022-04-04,109.22,0.0,No Change
2022-04-05,109.71,0.4899999999999949,Increase
2022-04-06,109.87,0.1600000000000108,Increase
2022-04-07,110.04,0.1700000000000017,Increase
2022-04-08,110.2,0.1599999999999966,Increase
2022-04-09,110.36,0.1599999999999966,Increase
2022-04-10,110.36,0.0,No Change
2022-04-11,110.36,0.0,No Change
2022-04-12,110.85,0.4899999999999949,Increase
2022-04-13,111.02,0.1700000000000017,Increase
2022-04-14,111.18,0.1600000000000108,Increase
2022-04-15,111.18,0.0,No Change
2022-04-16,111.18,0.0,No Change
2022-04-17,111.18,0.0,No Change
2022-04-18,111.18,0.0,No Change
2022-04-19,112.24,1.059999999999988,Increase
2022-04-20,112.48,0.2400000000000091,Increase
2022-04-21,112.72,0.23999999999999488,Increase
2022-04-22,112.97,0.25,Increase
2022-04-23,113.21,0.23999999999999488,Increase
2022-04-24,113.21,0.0,No Change
2022-04-25,113.21,0.0,No Change
2022-04-26,113.95,0.7400000000000091,Increase
2022-04-27,114.2,0.25,Increase
2022-04-28,114.44,0.23999999999999488,Increase
2022-04-29,114.69,0.25,Increase
2022-04-30,114.94,0.25,Increase
2022-05-01,114.94,0.0,No Change
2022-05-02,114.94,0.0,No Change
2022-05-03,115.69,0.75,Increase
2022-05-04,115.94,0.25,Increase
2022-05-05,116.19,0.25,Increase
2022-05-06,116.44,0.25,Increase
2022-05-07,116.69,0.25,Increase
2022-05-08,116.69,0.0,No Change
2022-05-09,116.69,0.0,No Change
2022-05-10,117.45,0.7600000000000051,Increase
2022-05-11,117.7,0.25,Increase
2022-05-12,117.96,0.2599999999999909,Increase
2022-05-13,118.21,0.25,Increase
2022-05-14,118.47,0.2600000000000051,Increase
2022-05-15,118.47,0.0,No Change
2022-05-16,118.47,0.0,No Change
2022-05-17,119.21,0.7399999999999949,Increase
2022-05-18,119.43,0.22000000000001307,Increase
2022-05-19,119.43,0.0,No Change
2022-05-20,119.88,0.44999999999998863,Increase
2022-05-21,120.11,0.23000000000000398,Increase
2022-05-22,120.11,0.0,No Change
2022-05-23,120.11,0.0,No Change
2022-05-24,120.79,0.6800000000000068,Increase
2022-05-25,121.01,0.21999999999999886,Increase
2022-05-26,121.01,0.0,No Change
2022-05-27,121.47,0.45999999999999375,Increase
2022-05-28,121.7,0.23000000000000398,Increase
2022-05-29,121.7,0.0,No Change
2022-05-30,121.7,0.0,No Change
2022-05-31,122.39,0.6899999999999977,Increase
2022-06-01,122.62,0.23000000000000398,Increase
2022-06-02,122.85,0.22999999999998977,Increase
2022-06-03,123.08,0.23000000000000398,Increase
2022-06-04,123.31,0.23000000000000398,Increase
2022-06-05,123.31,0.0,No Change
2022-06-06,123.31,0.0,No Change
2022-06-07,124.01,0.7000000000000028,Increase
2022-06-08,124.24,0.22999999999998977,Increase
2022-06-09,124.47,0.23000000000000398,Increase
2022-06-10,124.71,0.23999999999999488,Increase
2022-06-11,124.94,0.23000000000000398,Increase
2022-06-12,124.94,0.0,No Change
2022-06-13,124.94,0.0,No Change
2022-06-14,125.65,0.710000000000008,Increase
2022-06-15,125.89,0.23999999999999488,Increase
2022-06-16,126.12,0.23000000000000398,Increase
2022-06-17,126.33,0.20999999999999375,Increase
2022-06-18,126.33,0.0,No Change
2022-06-19,126.33,0.0,No Change
2022-06-20,126.33,0.0,No Change
2022-06-21,126.33,0.0,No Change
2022-06-22,127.38,1.0499999999999972,Increase
2022-06-23,127.6,0.21999999999999886,Increase
2022-06-24,127.81,0.21000000000000796,Increase
2022-06-25,128.02,0.21000000000000796,Increase
2022-06-26,128.02,0.0,No Change
2022-06-27,128.02,0.0,No Change
2022-06-28,128.66,0.6399999999999864,Increase
2022-06-29,128.87,0.21000000000000796,Increase
2022-06-30,129.08,0.21000000000000796,Increase
2022-07-01,129.3,0.21999999999999886,Increase
2022-07-02,129.51,0.20999999999997954,Increase
2022-07-03,129.51,0.0,No Change
2022-07-04,129.51,0.0,No Change
2022-07-05,130.16,0.6500000000000057,Increase
2022-07-06,130.38,0.21999999999999886,Increase
2022-07-07,130.59,0.21000000000000796,Increase
2022-07-08,130.81,0.21999999999999886,Increase
2022-07-09,131.03,0.21999999999999886,Increase
2022-07-10,131.03,0.0,No Change
2022-07-11,131.03,0.0,No Change
2022-07-12,131.68,0.6500000000000057,Increase
2022-07-13,131.9,0.21999999999999886,Increase
2022-07-14,132.12,0.21999999999999886,Increase
2022-07-15,132.34,0.21999999999999886,Increase
2022-07-16,132.56,0.21999999999999886,Increase
2022-07-17,132.56,0.0,No Change
2022-07-18,132.56,0.0,No Change
2022-07-19,133.22,0.6599999999999966,Increase
2022-07-20,133.44,0.21999999999999886,Increase
2022-07-21,133.66,0.21999999999999886,Increase
2022-07-22,133.89,0.22999999999998977,Increase
2022-07-23,134.11,0.22000000000002728,Increase
2022-07-24,134.11,0.0,No Change
2022-07-25,134.11,0.0,No Change
2022-07-26,134.78,0.6699999999999875,Increase
2022-07-27,135.01,0.22999999999998977,Increase
2022-07-28,135.23,0.21999999999999886,Increase
2022-07-29,135.46,0.2300000000000182,Increase
2022-07-30,135.68,0.21999999999999886,Increase
2022-07-31,135.68,0.0,No Change
2022-08-01,135.68,0.0,No Change
2022-08-02,136.36,0.6800000000000068,Increase
2022-08-03,136.59,0.22999999999998977,Increase
2022-08-04,136.82,0.22999999999998977,Increase
2022-08-05,137.05,0.2300000000000182,Increase
2022-08-06,137.27,0.21999999999999886,Increase
2022-08-07,137.27,0.0,No Change
2022-08-08,137.27,0.0,No Change
2022-08-09,137.96,0.6899999999999977,Increase
2022-08-10,138.19,0.22999999999998977,Increase
2022-08-11,138.42,0.22999999999998977,Increase
2022-08-12,138.65,0.2300000000000182,Increase
2022-08-13,138.88,0.22999999999998977,Increase
2022-08-14,138.88,0.0,No Change
2022-08-15,138.88,0.0,No Change
2022-08-16,138.88,0.0,No Change
2022-08-17,139.9,1.0200000000000102,Increase
2022-08-18,140.23,0.3299999999999841,Increase
2022-08-19,140.55,0.3200000000000216,Increase
2022-08-20,140.87,0.3199999999999932,Increase
2022-08-21,140.87,0.0,No Change
2022-08-22,140.87,0.0,No Change
2022-08-23,141.85,0.9799999999999898,Increase
2022-08-24,142.18,0.3300000000000125,Increase
2022-08-25,142.5,0.3199999999999932,Increase
2022-08-26,142.83,0.3300000000000125,Increase
2022-08-27,143.16,0.3299999999999841,Increase
2022-08-28,143.16,0.0,No Change
2022-08-29,143.16,0.0,No Change
2022-08-30,144.15,0.9900000000000091,Increase
2022-08-31,144.49,0.3400000000000034,Increase
2022-09-01,144.82,0.3299999999999841,Increase
2022-09-02,145.15,0.3300000000000125,Increase
2022-09-03,145.49,0.3400000000000034,Increase
2022-09-04,145.49,0.0,No Change
2022-09-05,145.49,0.0,No Change
2022-09-06,146.5,1.009999999999991,Increase
2022-09-07,146.83,0.3300000000000125,Increase
2022-09-08,147.17,0.339999999999975,Increase
2022-09-09,147.51,0.3400000000000034,Increase
2022-09-10,147.85,0.3400000000000034,Increase
2022-09-11,147.85,0.0,No Change
2022-09-12,147.85,0.0,No Change
2022-09-13,148.88,1.0300000000000011,Increase
2022-09-14,149.22,0.3400000000000034,Increase
2022-09-15,149.56,0.3400000000000034,Increase
2022-09-16,149.91,0.3499999999999943,Increase
2022-09-17,150.25,0.3400000000000034,Increase
2022-09-18,150.25,0.0,No Change
2022-09-19,150.25,0.0,No Change
2022-09-20,151.27,1.0200000000000102,Increase
2022-09-21,151.61,0.3400000000000034,Increase
2022-09-22,151.95,0.339999999999975,Increase
2022-09-23,152.3,0.35000000000002274,Increase
2022-09-24,152.64,0.339999999999975,Increase
2022-09-25,152.64,0.0,No Change
2022-09-26,152.64,0.0,No Change
2022-09-27,153.68,1.0400000000000205,Increase
2022-09-28,154.02,0.3400000000000034,Increase
2022-09-29,154.37,0.3499999999999943,Increase
2022-09-30,154.72,0.3499999999999943,Increase
2022-10-01,155.07,0.3499999999999943,Increase
2022-10-02,155.07,0.0,No Change
2022-10-03,155.07,0.0,No Change
2022-10-04,156.12,1.0500000000000114,Increase
2022-10-05,156.47,0.3499999999999943,Increase
2022-10-06,156.83,0.36000000000001364,Increase
2022-10-07,157.18,0.3499999999999943,Increase
2022-10-08,157.18,0.0,No Change
2022-10-09,157.18,0.0,No Change
2022-10-10,157.18,0.0,No Change
2022-10-11,157.18,0.0,No Change
2022-10-12,158.96,1.7800000000000011,Increase
2022-10-13,159.32,0.3599999999999852,Increase
2022-10-14,159.68,0.36000000000001364,Increase
2022-10-15,160.04,0.3599999999999852,Increase
2022-10-16,160.04,0.0,No Change
2022-10-17,160.04,0.0,No Change
2022-10-18,161.03,0.9900000000000091,Increase
2022-10-19,161.34,0.3100000000000023,Increase
2022-10-20,161.65,0.3100000000000023,Increase
2022-10-21,161.97,0.3199999999999932,Increase
2022-10-22,162.28,0.3100000000000023,Increase
2022-10-23,162.28,0.0,No Change
2022-10-24,162.28,0.0,No Change
2022-10-25,163.23,0.9499999999999886,Increase
2022-10-26,163.55,0.3200000000000216,Increase
2022-10-27,163.86,0.3100000000000023,Increase
2022-10-28,164.18,0.3199999999999932,Increase
2022-10-29,164.5,0.3199999999999932,Increase
2022-10-30,164.5,0.0,No Change
2022-10-31,164.5,0.0,No Change
2022-11-01,165.46,0.960000000000008,Increase
2022-11-02,165.78,0.3199999999999932,Increase
2022-11-03,166.1,0.3199999999999932,Increase
2022-11-04,166.43,0.3300000000000125,Increase
2022-11-05,166.75,0.3199999999999932,Increase
2022-11-06,166.75,0.0,No Change
2022-11-07,166.75,0.0,No Change
2022-11-08,167.72,0.9699999999999989,Increase
2022-11-09,168.05,0.3300000000000125,Increase
2022-11-10,168.38,0.3299999999999841,Increase
2022-11-11,168.7,0.3199999999999932,Increase
2022-11-12,169.03,0.3300000000000125,Increase
2022-11-13,169.03,0.0,No Change
2022-11-14,169.03,0.0,No Change
2022-11-15,170.02,0.9900000000000091,Increase
2022-11-16,170.35,0.3299999999999841,Increase
2022-11-17,170.7,0.3499999999999943,Increase
2022-11-18,171.04,0.3400000000000034,Increase
2022-11-19,171.39,0.3499999999999943,Increase
2022-11-20,171.39,0.0,No Change
2022-11-21,171.39,0.0,No Change
2022-11-22,171.39,0.0,No Change
2022-11-23,172.79,1.4000000000000057,Increase
2022-11-24,173.15,0.36000000000001364,Increase
2022-11-25,173.5,0.3499999999999943,Increase
2022-11-26,173.85,0.3499999999999943,Increase
2022-11-27,173.85,0.0,No Change
2022-11-28,173.85,0.0,No Change
2022-11-29,174.92,1.0699999999999932,Increase
2022-11-30,175.28,0.36000000000001364,Increase
2022-12-01,175.63,0.3499999999999943,Increase
2022-12-02,175.99,0.36000000000001364,Increase
2022-12-03,176.35,0.3599999999999852,Increase
2022-12-04,176.35,0.0,No Change
2022-12-05,176.35,0.0,No Change
2022-12-06,177.43,1.0800000000000125,Increase
2022-12-07,177.79,0.3599999999999852,Increase
2022-12-08,178.15,0.36000000000001364,Increase
2022-12-09,178.15,0.0,No Change
2022-12-10,178.15,0.0,No Change
2022-12-11,178.15,0.0,No Change
2022-12-12,178.15,0.0,No Change
2022-12-13,179.98,1.829999999999984,Increase
2022-12-14,180.34,0.36000000000001364,Increase
2022-12-15,180.71,0.37000000000000455,Increase
2022-12-16,181.08,0.37000000000000455,Increase
2022-12-17,181.36,0.28000000000000114,Increase
2022-12-18,181.36,0.0,No Change
2022-12-19,181.36,0.0,No Change
2022-12-20,182.2,0.839999999999975,Increase
2022-12-21,182.48,0.28000000000000114,Increase
2022-12-22,182.76,0.28000000000000114,Increase
2022-12-23,183.05,0.29000000000002046,Increase
2022-12-24,183.33,0.28000000000000114,Increase
2022-12-25,183.33,0.0,No Change
2022-12-26,183.33,0.0,No Change
2022-12-27,184.18,0.8499999999999943,Increase
2022-12-28,184.46,0.28000000000000114,Increase
2022-12-29,184.75,0.28999999999999204,Increase
2022-12-30,185.03,0.28000000000000114,Increase
2022-12-31,185.32,0.28999999999999204,Increase
2023-01-01,185.32,0.0,No Change
2023-01-02,185.32,0.0,No Change
2023-01-03,186.18,0.8600000000000136,Increase
2023-01-04,186.47,0.28999999999999204,Increase
2023-01-05,186.76,0.28999999999999204,Increase
2023-01-06,187.04,0.28000000000000114,Increase
2023-01-07,187.33,0.29000000000002046,Increase
2023-01-08,187.33,0.0,No Change
2023-01-09,187.33,0.0,No Change
2023-01-10,188.2,0.8699999999999761,Increase
2023-01-11,188.49,0.29000000000002046,Increase
2023-01-12,188.78,0.28999999999999204,Increase
2023-01-13,189.08,0.30000000000001137,Increase
2023-01-14,189.37,0.28999999999999204,Increase
2023-01-15,189.37,0.0,No Change
2023-01-16,189.37,0.0,No Change
2023-01-17,190.26,0.8899999999999864,Increase
2023-01-18,190.56,0.30000000000001137,Increase
2023-01-19,190.87,0.3100000000000023,Increase
2023-01-20,191.18,0.3100000000000023,Increase
2023-01-21,191.48,0.29999999999998295,Increase
2023-01-22,191.48,0.0,No Change
2023-01-23,191.48,0.0,No Change
2023-01-24,192.41,0.9300000000000068,Increase
2023-01-25,192.72,0.3100000000000023,Increase
2023-01-26,193.03,0.3100000000000023,Increase
2023-01-27,193.34,0.3100000000000023,Increase
2023-01-28,193.65,0.3100000000000023,Increase
2023-01-29,193.65,0.0,No Change
2023-01-30,193.65,0.0,No Change
2023-01-31,194.58,0.9300000000000068,Increase
2023-02-01,194.89,0.30999999999997385,Increase
2023-02-02,195.21,0.3200000000000216,Increase
2023-02-03,195.52,0.3100000000000023,Increase
2023-02-04,195.83,0.3100000000000023,Increase
2023-02-05,195.83,0.0,No Change
2023-02-06,195.83,0.0,No Change
2023-02-07,196.78,0.9499999999999886,Increase
2023-02-08,197.09,0.3100000000000023,Increase
2023-02-09,197.41,0.3199999999999932,Increase
2023-02-10,197.73,0.3199999999999932,Increase
2023-02-11,198.05,0.3200000000000216,Increase
2023-02-12,198.05,0.0,No Change
2023-02-13,198.05,0.0,No Change
2023-02-14,199.0,0.9499999999999886,Increase
2023-02-15,199.32,0.3199999999999932,Increase
2023-02-16,199.64,0.3199999999999932,Increase
2023-02-17,200.06,0.4200000000000159,Increase
2023-02-18,200.47,0.4099999999999966,Increase
2023-02-19,200.47,0.0,No Change
2023-02-20,200.47,0.0,No Change
2023-02-21,200.47,0.0,No Change
2023-02-22,200.47,0.0,No Change
2023-02-23,202.57,2.0999999999999943,Increase
2023-02-24,202.99,0.4200000000000159,Increase
2023-02-25,203.42,0.4299999999999784,Increase
2023-02-26,203.42,0.0,No Change
2023-02-27,203.42,0.0,No Change
2023-02-28,204.69,1.2700000000000102,Increase
2023-03-01,205.12,0.4300000000000068,Increase
2023-03-02,205.54,0.4199999999999875,Increase
2023-03-03,205.97,0.4300000000000068,Increase
2023-03-04,206.4,0.4300000000000068,Increase
2023-03-05,206.4,0.0,No Change
2023-03-06,206.4,0.0,No Change
2023-03-07,207.69,1.289999999999992,Increase
2023-03-08,208.13,0.4399999999999977,Increase
2023-03-09,208.56,0.4300000000000068,Increase
2023-03-10,208.99,0.4300000000000068,Increase
2023-03-11,209.43,0.4399999999999977,Increase
2023-03-12,209.43,0.0,No Change
2023-03-13,209.43,0.0,No Change
2023-03-14,210.74,1.3100000000000023,Increase
2023-03-15,211.18,0.4399999999999977,Increase
2023-03-16,211.62,0.4399999999999977,Increase
2023-03-17,212.06,0.4399999999999977,Increase
2023-03-18,212.49,0.4300000000000068,Increase
2023-03-19,212.49,0.0,No Change
2023-03-20,212.49,0.0,No Change
2023-03-21,213.81,1.3199999999999932,Increase
2023-03-22,214.25,0.4399999999999977,Increase
2023-03-23,214.7,0.44999999999998863,Increase
2023-03-24,215.14,0.4399999999999977,Increase
2023-03-25,215.14,0.0,No Change
2023-03-26,215.14,0.0,No Change
2023-03-27,215.14,0.0,No Change
2023-03-28,216.92,1.7800000000000011,Increase
2023-03-29,217.37,0.45000000000001705,Increase
2023-03-30,217.82,0.44999999999998863,Increase
2023-03-31,218.27,0.45000000000001705,Increase
2023-04-01,218.72,0.44999999999998863,Increase
2023-04-02,218.72,0.0,No Change
2023-04-03,218.72,0.0,No Change
2023-04-04,220.07,1.3499999999999943,Increase
2023-04-05,220.53,0.46000000000000796,Increase
2023-04-06,220.98,0.44999999999998863,Increase
2023-04-07,220.98,0.0,No Change
2023-04-08,220.98,0.0,No Change
2023-04-09,220.98,0.0,No Change
2023-04-10,220.98,0.0,No Change
2023-04-11,223.27,2.2900000000000205,Increase
2023-04-12,223.73,0.45999999999997954,Increase
2023-04-13,224.2,0.46999999999999886,Increase
2023-04-14,224.66,0.46000000000000796,Increase
2023-04-15,225.12,0.46000000000000796,Increase
2023-04-16,225.12,0.0,No Change
2023-04-17,225.12,0.0,No Change
2023-04-18,226.7,1.579999999999984,Increase
2023-04-19,227.27,0.5700000000000216,Increase
2023-04-20,227.83,0.5600000000000023,Increase
2023-04-21,228.39,0.5599999999999739,Increase
2023-04-22,228.96,0.5700000000000216,Increase
2023-04-23,228.96,0.0,No Change
2023-04-24,228.96,0.0,No Change
2023-04-25,230.66,1.6999999999999886,Increase
2023-04-26,231.23,0.5699999999999932,Increase
2023-04-27,231.81,0.5800000000000125,Increase
2023-04-28,232.38,0.5699999999999932,Increase
2023-04-29,232.96,0.5800000000000125,Increase
2023-04-30,232.96,0.0,No Change
2023-05-01,232.96,0.0,No Change
2023-05-02,232.96,0.0,No Change
2023-05-03,235.27,2.3100000000000023,Increase
2023-05-04,235.85,0.5799999999999841,Increase
2023-05-05,236.44,0.5900000000000034,Increase
2023-05-06,237.02,0.5800000000000125,Increase
2023-05-07,237.02,0.0,No Change
2023-05-08,237.02,0.0,No Change
2023-05-09,238.79,1.7699999999999818,Increase
2023-05-10,239.38,0.5900000000000034,Increase
2023-05-11,239.97,0.5900000000000034,Increase
2023-05-12,240.57,0.5999999999999943,Increase
2023-05-13,241.16,0.5900000000000034,Increase
2023-05-14,241.16,0.0,No Change
2023-05-15,241.16,0.0,No Change
2023-05-16,242.96,1.8000000000000114,Increase
2023-05-17,243.59,0.6299999999999955,Increase
2023-05-18,244.22,0.6299999999999955,Increase
2023-05-19,244.86,0.6400000000000148,Increase
2023-05-20,245.5,0.6399999999999864,Increase
2023-05-21,245.5,0.0,No Change
2023-05-22,245.5,0.0,No Change
2023-05-23,247.42,1.9199999999999875,Increase
2023-05-24,248.07,0.6500000000000057,Increase
2023-05-25,248.71,0.6400000000000148,Increase
2023-05-26,248.71,0.0,No Change
2023-05-27,248.71,0.0,No Change
2023-05-28,248.71,0.0,No Change
2023-05-29,248.71,0.0,No Change
2023-05-30,251.97,3.259999999999991,Increase
2023-05-31,252.63,0.6599999999999966,Increase
2023-06-01,253.28,0.6500000000000057,Increase
